date,gap,cumreturn
2021-03-27,gap_0,0.0016970186919580835
2021-03-28,gap_0,0.0017001254491626331
2021-03-29,gap_0,0.0016910788175848383
2021-03-30,gap_0,0.0017014570594202061
2021-03-31,gap_0,0.0016945349151202972
2021-04-01,gap_0,0.0017003000886786838
2021-04-02,gap_0,0.0017034645314500884
2021-04-03,gap_0,0.0016972724360977505
2021-04-04,gap_0,0.0017090429914257185
2021-04-05,gap_0,0.001742652346528659
2021-04-06,gap_0,0.0017650238986444862
2021-04-07,gap_0,0.0017463862236946986
2021-04-08,gap_0,0.0017628714624153743
2021-04-09,gap_0,0.0017678049972555043
2021-04-10,gap_0,0.0018059452707099317
2021-04-11,gap_0,0.0018089319161124372
2021-04-12,gap_0,0.0018055559799441312
2021-04-13,gap_0,0.001810006171661446
2021-04-14,gap_0,0.001817257119269684
2021-04-15,gap_0,0.0018133090052926877
2021-04-16,gap_0,0.0018110408636672155
2021-04-17,gap_0,0.0017830941422667
2021-04-18,gap_0,0.0017993049030855372
2021-04-19,gap_0,0.0018254387121077994
2021-04-20,gap_0,0.001808443792456105
2021-04-21,gap_0,0.001806065038035279
2021-04-22,gap_0,0.0017901755366461973
2021-04-23,gap_0,0.0017849305707984126
2021-04-24,gap_0,0.0017987331465729969
2021-04-25,gap_0,0.0017958570273011395
2021-04-26,gap_0,0.0017767104675345553
2021-04-27,gap_0,0.0017757778003252543
2021-04-28,gap_0,0.0017984638554267235
2021-04-29,gap_0,0.0017898810408612856
2021-04-30,gap_0,0.001783228360235946
2021-05-01,gap_0,0.0017941766092872758
2021-05-02,gap_0,0.0017952664625227913
2021-05-03,gap_0,0.001820674579489368
2021-05-04,gap_0,0.0018432569156175938
2021-05-05,gap_0,0.0018429580422752651
2021-05-06,gap_0,0.0018333988561870403
2021-05-07,gap_0,0.0018358067383412136
2021-05-08,gap_0,0.001831930333917061
2021-05-09,gap_0,0.0018301753254440325
2021-05-10,gap_0,0.0018209549310970708
2021-05-11,gap_0,0.0018284876063512587
2021-05-12,gap_0,0.0018155104522793344
2021-05-13,gap_0,0.0018133480295391149
2021-05-14,gap_0,0.0018240951216374139
2021-05-15,gap_0,0.0018203938957138818
2021-05-16,gap_0,0.001825294945614917
2021-05-17,gap_0,0.0018132278141223172
2021-05-18,gap_0,0.0018152285846217843
2021-05-19,gap_0,0.0018015848292747656
2021-05-20,gap_0,0.0018036989993007208
2021-05-21,gap_0,0.001821683335434308
2021-05-22,gap_0,0.0018327435162474506
2021-05-23,gap_0,0.001855310808538943
2021-05-24,gap_0,0.001800242700334217
2021-05-25,gap_0,0.0018059922083375703
2021-05-26,gap_0,0.0017950269270651353
2021-05-27,gap_0,0.0017963147984680205
2021-05-28,gap_0,0.0018106442021928663
2021-05-29,gap_0,0.001818287652344178
2021-05-30,gap_0,0.0018157222333990285
2021-05-31,gap_0,0.0017995857983285051
2021-06-01,gap_0,0.0017879282321536078
2021-06-02,gap_0,0.0017690016334442299
2021-06-03,gap_0,0.0017634785743918632
2021-06-04,gap_0,0.0017648415249953478
2021-06-05,gap_0,0.0017696554759295447
2021-06-06,gap_0,0.0017680361249549235
2021-06-07,gap_0,0.0017747021096496574
2021-06-08,gap_0,0.0017723642980286137
2021-06-09,gap_0,0.0017596286457483398
2021-06-10,gap_0,0.001763664478079949
2021-06-11,gap_0,0.0017726973510519544
2021-06-12,gap_0,0.001771762097689389
2021-06-13,gap_0,0.0017623772473336387
2021-06-14,gap_0,0.0017562473068079396
2021-06-15,gap_0,0.001757135153043131
2021-06-16,gap_0,0.0017619655121665046
2021-06-17,gap_0,0.001759473142909647
2021-06-18,gap_0,0.0017666588065637049
2021-06-19,gap_0,0.0017715652110134885
2021-06-20,gap_0,0.0017660539387635153
2021-06-21,gap_0,0.0018162945234669098
2021-06-22,gap_0,0.0018181544075988678
2021-06-23,gap_0,0.0017752358274942136
2021-06-24,gap_0,0.0017609358134643574
2021-06-25,gap_0,0.0017783979883016264
2021-06-26,gap_0,0.0017822669204781657
2021-06-27,gap_0,0.0017693097082552083
2021-06-28,gap_0,0.0017629662223525788
2021-06-29,gap_0,0.0017512055444508848
2021-06-30,gap_0,0.001751998184346214
2021-07-01,gap_0,0.0017610195093899338
2021-07-02,gap_0,0.0017621622520094563
2021-07-03,gap_0,0.0017584798210065428
2021-07-04,gap_0,0.0017558636081251887
2021-07-05,gap_0,0.0017588522861492432
2021-07-06,gap_0,0.001761830070577352
2021-07-07,gap_0,0.0017633829328510201
2021-07-08,gap_0,0.0017591474951823604
2021-07-09,gap_0,0.0017531400831969316
2021-07-10,gap_0,0.0017574675527739462
2021-07-11,gap_0,0.0017568707345930541
2021-07-12,gap_0,0.0017570049348014324
2021-07-13,gap_0,0.0017594166756574354
2021-07-14,gap_0,0.001760168644211683
2021-07-15,gap_0,0.0017739111584532767
2021-07-16,gap_0,0.0017800438821765634
2021-07-17,gap_0,0.001774835544824723
2021-07-18,gap_0,0.0017721925365164184
2021-07-19,gap_0,0.0017843522143187586
2021-07-20,gap_0,0.0017912638340411254
2021-07-21,gap_0,0.001769376311658815
2021-07-22,gap_0,0.0017611134927640812
2021-07-23,gap_0,0.0017596156670708573
2021-07-24,gap_0,0.0017569153461073552
2021-07-25,gap_0,0.0017582694506580877
2021-07-26,gap_0,0.0017592847802532945
2021-07-27,gap_0,0.001762098573296197
2021-07-28,gap_0,0.0017650455439401367
2021-07-29,gap_0,0.0017690576863968659
2021-07-30,gap_0,0.001774361338521594
2021-07-31,gap_0,0.0017751871039941552
2021-08-01,gap_0,0.0017781642624155496
2021-08-02,gap_0,0.0017790101296477753
2021-08-03,gap_0,0.0017700589729038704
2021-08-04,gap_0,0.0017825828189472282
2021-08-05,gap_0,0.0017856712632844378
2021-08-06,gap_0,0.001793105081580594
2021-08-07,gap_0,0.0017914057308328687
2021-08-08,gap_0,0.001780510541444238
2021-08-09,gap_0,0.0017919834084222266
2021-08-10,gap_0,0.0017888589201110344
2021-08-11,gap_0,0.001797011018828525
2021-08-12,gap_0,0.0017923866314724644
2021-08-13,gap_0,0.0018203372070348422
2021-08-14,gap_0,0.0018351225965006416
2021-08-15,gap_0,0.0018414111959329555
2021-08-16,gap_0,0.0018333604138514696
2021-08-17,gap_0,0.0018192191609577694
2021-08-18,gap_0,0.001840976030923004
2021-08-19,gap_0,0.0018449331487898329
2021-08-20,gap_0,0.0018535595860223481
2021-08-21,gap_0,0.0018487419814188471
2021-08-22,gap_0,0.001852401117997692
2021-08-23,gap_0,0.0018639002317118634
2021-08-24,gap_0,0.0018524469645408708
2021-08-25,gap_0,0.0018554731928587783
2021-08-26,gap_0,0.0018555710253785186
2021-08-27,gap_0,0.001871735674770609
2021-08-28,gap_0,0.0018806408391872254
2021-08-29,gap_0,0.0018782477315245313
2021-08-30,gap_0,0.0018932972669405415
2021-08-31,gap_0,0.0018927485076653875
2021-09-01,gap_0,0.0018966253524669238
2021-09-02,gap_0,0.0019086024202497403
2021-09-03,gap_0,0.0019262091540918516
2021-09-04,gap_0,0.001916111350269203
2021-09-05,gap_0,0.0019197082856559223
2021-09-06,gap_0,0.001932517163346562
2021-09-07,gap_0,0.001924969792672017
2021-09-08,gap_0,0.001935366699303722
2021-09-09,gap_0,0.0019357709047475259
2021-09-10,gap_0,0.0019374122592102146
2021-09-11,gap_0,0.0019369675979915388
2021-09-12,gap_0,0.0019353329851344203
2021-09-13,gap_0,0.0019409831478180652
2021-09-14,gap_0,0.0019364537357553402
2021-09-15,gap_0,0.0019254738456724314
2021-09-16,gap_0,0.0019253040542256585
2021-09-17,gap_0,0.0019218897073652117
2021-09-18,gap_0,0.0019320141043737604
2021-09-19,gap_0,0.0019291034715601602
2021-09-20,gap_0,0.0019356730208046353
2021-09-21,gap_0,0.001938515511321154
2021-09-22,gap_0,0.0019279724865341153
2021-09-23,gap_0,0.001928117524629567
2021-09-24,gap_0,0.001936452489368709
2021-09-25,gap_0,0.0019354746197248422
2021-09-26,gap_0,0.0019350414062553882
2021-09-27,gap_0,0.0019375936910774117
2021-09-28,gap_0,0.0019383572763422207
2021-09-29,gap_0,0.001930002516081437
2021-09-30,gap_0,0.0019242324558973707
2021-10-01,gap_0,0.0019115909302982732
2021-10-02,gap_0,0.00191493938171164
2021-10-03,gap_0,0.0019155748240001508
2021-10-04,gap_0,0.0019099274350883018
2021-10-05,gap_0,0.0019122084727227632
2021-10-06,gap_0,0.001915283716474063
2021-10-07,gap_0,0.001907063450563558
2021-10-08,gap_0,0.0019041350105348917
2021-10-09,gap_0,0.0019064479430207922
2021-10-10,gap_0,0.0019027956112789913
2021-10-11,gap_0,0.0019093944740519097
2021-10-12,gap_0,0.0019039741931934264
2021-10-13,gap_0,0.0019163602963790756
2021-10-14,gap_0,0.001915893397184462
2021-10-15,gap_0,0.0019204557549803453
2021-10-16,gap_0,0.0019163696720839382
2021-10-17,gap_0,0.001918251807866752
2021-10-18,gap_0,0.0019175217025293799
2021-10-19,gap_0,0.0019236241355845914
2021-10-20,gap_0,0.0019233242542746956
2021-10-21,gap_0,0.001919162752045359
2021-10-22,gap_0,0.001920984513203662
2021-10-23,gap_0,0.0019230242181181012
2021-10-24,gap_0,0.0019246840032235786
2021-10-25,gap_0,0.0019266189299092077
2021-10-26,gap_0,0.0019202801776002465
2021-10-27,gap_0,0.00191403356285856
2021-10-28,gap_0,0.0019203472481560623
2021-10-29,gap_0,0.0019332380453563767
2021-10-30,gap_0,0.0019190408728505485
2021-10-31,gap_0,0.0019207514841853082
2021-11-01,gap_0,0.0019296087830245367
2021-11-02,gap_0,0.0019278014245970399
2021-11-03,gap_0,0.0019194866966279953
2021-11-04,gap_0,0.0019226162261022173
2021-11-05,gap_0,0.0019185821451877204
2021-11-06,gap_0,0.0019290294467098202
2021-11-07,gap_0,0.001924764260336563
2021-11-08,gap_0,0.0019192372319456127
2021-11-09,gap_0,0.0019086151772418503
2021-11-10,gap_0,0.001902284754148344
2021-11-11,gap_0,0.0019043381564994688
2021-11-12,gap_0,0.0019028473295584006
2021-11-13,gap_0,0.001903567976540171
2021-11-14,gap_0,0.00190379670331529
2021-11-15,gap_0,0.0019049625242034485
2021-11-16,gap_0,0.001904457218330313
2021-11-17,gap_0,0.0018999130311766856
2021-11-18,gap_0,0.0019078154453830026
2021-11-19,gap_0,0.0018989758256594497
2021-11-20,gap_0,0.0018981156562066538
2021-11-21,gap_0,0.001897027806508816
2021-11-22,gap_0,0.0019016581415613808
2021-11-23,gap_0,0.001899955265593649
2021-11-24,gap_0,0.0019033397867850986
2021-11-25,gap_0,0.0019066002941494867
2021-11-26,gap_0,0.0019148456334109733
2021-11-27,gap_0,0.0019153133289460387
2021-11-28,gap_0,0.0019110698552055863
2021-11-29,gap_0,0.0019067023671442873
2021-11-30,gap_0,0.0019086934380770906
2021-12-01,gap_0,0.0019123280921315069
2021-12-02,gap_0,0.0019047698241504226
2021-12-03,gap_0,0.0019046338526566623
2021-12-04,gap_0,0.0019255534936709938
2021-12-05,gap_0,0.0019339440879088852
2021-12-06,gap_0,0.001931378382897497
2021-12-07,gap_0,0.0019248457181597967
2021-12-08,gap_0,0.0019245205845597442
2021-12-09,gap_0,0.0019311582615891597
2021-12-10,gap_0,0.0019345932588729993
2021-12-11,gap_0,0.0019258993460746997
2021-12-12,gap_0,0.0019206639249009108
2021-12-13,gap_0,0.001936354818572539
2021-12-14,gap_0,0.0019232885469845312
2021-12-15,gap_0,0.0019111092216424893
2021-12-16,gap_0,0.0019175354126184242
2021-12-17,gap_0,0.0019285582324800872
2021-12-18,gap_0,0.0019268026573396836
2021-12-19,gap_0,0.0019237706020220672
2021-12-20,gap_0,0.001930974603398756
2021-12-21,gap_0,0.0019309796808010197
2021-12-22,gap_0,0.0019164591717217014
2021-12-23,gap_0,0.0019099042164407198
2021-12-24,gap_0,0.0019019537044316762
2021-12-25,gap_0,0.0019009742919115825
2021-12-26,gap_0,0.0018994909043583586
2021-12-27,gap_0,0.0018977607546621646
2021-12-28,gap_0,0.001887867247788357
2021-12-29,gap_0,0.0018863426045473905
2021-12-30,gap_0,0.001883811760642466
2021-12-31,gap_0,0.001882734212678146
2022-01-01,gap_0,0.0018828558193123973
2022-01-02,gap_0,0.0018826744547997519
2022-01-03,gap_0,0.0018849397688906282
2022-01-04,gap_0,0.0018816716462547584
2022-01-05,gap_0,0.0018874710112678386
2022-01-06,gap_0,0.0018919678258404395
2022-01-07,gap_0,0.0019047229043301997
2022-01-08,gap_0,0.0019043117705898976
2022-01-09,gap_0,0.001898511310989727
2022-01-10,gap_0,0.0019050329424719016
2022-01-11,gap_0,0.0018937856244992668
2022-01-12,gap_0,0.001881583066917201
2022-01-13,gap_0,0.0018863123875405654
2022-01-14,gap_0,0.001890181003107592
2022-01-15,gap_0,0.001888951737228797
2022-01-16,gap_0,0.0018876992635773662
2022-01-17,gap_0,0.001899376681393787
2022-01-18,gap_0,0.0018902044385794223
2022-01-19,gap_0,0.0018867159814800413
2022-01-20,gap_0,0.0018866906846007963
2022-01-21,gap_0,0.001909780800230293
2022-01-22,gap_0,0.0019268400699365825
2022-01-23,gap_0,0.0019189987952345073
2022-01-24,gap_0,0.0019276929913771086
2022-01-25,gap_0,0.001921842088675809
2022-01-26,gap_0,0.001925898671187854
2022-01-27,gap_0,0.00192851996034326
2022-01-28,gap_0,0.001922367185895687
2022-01-29,gap_0,0.0019159864812252339
2022-01-30,gap_0,0.001920528474875967
2022-01-31,gap_0,0.0019092038415572678
2022-02-01,gap_0,0.0018990609917147955
2022-02-02,gap_0,0.001906408302255181
2022-02-03,gap_0,0.0019047754069253244
2022-02-04,gap_0,0.0018934510938822834
2022-02-05,gap_0,0.0018879958853298727
2022-02-06,gap_0,0.0018875809732132858
2022-02-07,gap_0,0.0018884136974558546
2022-02-08,gap_0,0.001896176726543589
2022-02-09,gap_0,0.0018956022841403756
2022-02-10,gap_0,0.001893742832575602
2022-02-11,gap_0,0.001885308087186863
2022-02-12,gap_0,0.0018931807723330887
2022-02-13,gap_0,0.0018915845822107483
2022-02-14,gap_0,0.0018917218956819068
2022-02-15,gap_0,0.0018923655016671334
2022-02-16,gap_0,0.0018958990346802825
2022-02-17,gap_0,0.0018858766202788128
2022-02-18,gap_0,0.0018863041273644238
2022-02-19,gap_0,0.0018895827400929978
2022-02-20,gap_0,0.001885894863800227
2022-02-21,gap_0,0.0018865973601221706
2022-02-22,gap_0,0.0018827054831725006
2022-02-23,gap_0,0.0018850012185216796
2022-02-24,gap_0,0.001884822752399195
2022-02-25,gap_0,0.001875542219214569
2022-02-26,gap_0,0.0018774985642262718
2022-02-27,gap_0,0.0018787913977485755
2022-02-28,gap_0,0.0018603622819001412
2022-03-01,gap_0,0.001862802741015741
2022-03-02,gap_0,0.001862206172309106
2022-03-03,gap_0,0.001859942512438098
2022-03-04,gap_0,0.0018570864044957901
2022-03-05,gap_0,0.0018509708869000972
2022-03-06,gap_0,0.0018580667681440573
2022-03-07,gap_0,0.0018638998228567305
2022-03-08,gap_0,0.0018619126720732903
2022-03-09,gap_0,0.0018505348497259472
2022-03-10,gap_0,0.001850034977679489
2022-03-11,gap_0,0.0018558241068328772
2022-03-12,gap_0,0.0018542608344683216
2022-03-13,gap_0,0.0018533013467543645
2022-03-14,gap_0,0.0018520369638006127
2022-03-15,gap_0,0.0018489284852790707
2022-03-16,gap_0,0.0018452915175988895
2022-03-17,gap_0,0.0018385241699224429
2022-03-18,gap_0,0.001840065267962293
2022-03-19,gap_0,0.0018402592055123802
2022-03-20,gap_0,0.0018329335827217859
2022-03-21,gap_0,0.00183660348646719
2022-03-22,gap_0,0.0018368639270194835
2022-03-23,gap_0,0.001849125580202217
2022-03-24,gap_0,0.0018514455172041796
2022-03-25,gap_0,0.001845649971645031
2022-03-26,gap_0,0.0018513886488530534
2022-03-27,gap_0,0.001859649970930926
2022-03-28,gap_0,0.001857916857396199
2022-03-29,gap_0,0.001862400496978685
2022-03-30,gap_0,0.0018671778143909323
2022-03-31,gap_0,0.0018689323751780067
2022-04-01,gap_0,0.0018788998485714998
2022-04-02,gap_0,0.0018769920208907504
2022-04-03,gap_0,0.001881465012770239
2022-04-04,gap_0,0.0018783319288922067
2022-04-05,gap_0,0.0018707405035062717
2022-04-06,gap_0,0.0018562412246057492
2022-04-07,gap_0,0.0018584358670997731
2022-04-08,gap_0,0.0018543237817629384
2022-04-09,gap_0,0.0018553710511191267
2022-04-10,gap_0,0.001856581137444418
2022-04-11,gap_0,0.0018615500520616755
2022-04-12,gap_0,0.0018582801416702354
2022-04-13,gap_0,0.0018550071057723751
2022-04-14,gap_0,0.0018566500265078236
2022-04-15,gap_0,0.0018510675040969912
2022-04-16,gap_0,0.0018498824753908978
2022-04-17,gap_0,0.0018541856745495008
2022-04-18,gap_0,0.0018502320651778584
2022-04-19,gap_0,0.0018439589729433185
2022-04-20,gap_0,0.0018446396665194108
2022-04-21,gap_0,0.0018486630014802811
2022-04-22,gap_0,0.0018496580181108343
2022-04-23,gap_0,0.0018523247910510665
2022-04-24,gap_0,0.0018532359831824575
2022-04-25,gap_0,0.0018508466192397233
2022-04-26,gap_0,0.0018605488325599785
2022-04-27,gap_0,0.0018574578355466866
2022-04-28,gap_0,0.0018576439786622695
2022-04-29,gap_0,0.0018656355977155023
2022-04-30,gap_0,0.0018783225384239922
2022-05-01,gap_0,0.0018690236168690255
2022-05-02,gap_0,0.0018696804592913626
2022-05-03,gap_0,0.001873237599998991
2022-05-04,gap_0,0.0018499481799755656
2022-05-05,gap_0,0.0018622522859959034
2022-05-06,gap_0,0.0018666097061683141
2022-05-07,gap_0,0.0018726218896017474
2022-05-08,gap_0,0.0018820290544037505
2022-05-09,gap_0,0.0019129700506024467
2022-05-10,gap_0,0.0019036217293890549
2022-05-11,gap_0,0.0019469620784348996
2022-05-12,gap_0,0.0019624494075950114
2022-05-13,gap_0,0.0019400455425029914
2022-05-14,gap_0,0.0019306922408592567
2022-05-15,gap_0,0.0019107911969020652
2022-05-16,gap_0,0.0019279347312485227
2022-05-17,gap_0,0.001916010696502378
2022-05-18,gap_0,0.0019422092394876128
2022-05-19,gap_0,0.0019303017747788558
2022-05-20,gap_0,0.001938723617164371
2022-05-21,gap_0,0.0019367675663785407
2022-05-22,gap_0,0.0019293008129283497
2022-05-23,gap_0,0.0019397715046043178
2022-05-24,gap_0,0.0019392842268798885
2022-05-25,gap_0,0.0019424262083851057
2022-05-26,gap_0,0.0019549082190596693
2022-05-27,gap_0,0.0019618355857946813
2022-05-28,gap_0,0.0019516366865708818
2022-05-29,gap_0,0.001947005303897763
2022-05-30,gap_0,0.0019234110794332918
2022-05-31,gap_0,0.0019275313501530068
2022-06-01,gap_0,0.0019257176530957367
2022-06-02,gap_0,0.0019272577084135081
2022-06-03,gap_0,0.0019301909754730587
2022-06-04,gap_0,0.0019279842345791315
2022-06-05,gap_0,0.001928881596170326
2022-06-06,gap_0,0.0019256732715999716
2022-06-07,gap_0,0.0019347914958132634
2022-06-08,gap_0,0.0019390458889951602
2022-06-09,gap_0,0.0019343106581339183
2022-06-10,gap_0,0.0019355130478578115
2022-06-11,gap_0,0.0019513775904111616
2022-06-12,gap_0,0.0019582874073443015
2022-06-13,gap_0,0.0019775709583671392
2022-06-14,gap_0,0.0019729519369282755
2022-06-15,gap_0,0.0019587947191488696
2022-06-16,gap_0,0.001986109419880766
2022-06-17,gap_0,0.001981068425579381
2022-06-18,gap_0,0.001995984260043898
2022-06-19,gap_0,0.0019723515810287895
2022-06-20,gap_0,0.0019698279496462422
2022-06-21,gap_0,0.0019688206281017555
2022-06-22,gap_0,0.0019761611838899186
2022-06-23,gap_0,0.001963147446195288
2022-06-24,gap_0,0.0019588507123185933
2022-06-25,gap_0,0.0019573628948758833
2022-06-26,gap_0,0.001955980440854604
2022-06-27,gap_0,0.00195479090412853
2022-06-28,gap_0,0.0019486107922489296
2022-06-29,gap_0,0.0019524506911872068
2022-06-30,gap_0,0.0019543401262747387
2022-07-01,gap_0,0.0019536671429061826
2022-07-02,gap_0,0.00195371421951302
2022-07-03,gap_0,0.001952989315563533
2022-07-04,gap_0,0.0019443099209606497
2022-07-05,gap_0,0.0019431201001252792
2022-07-06,gap_0,0.001942786153805655
2022-07-07,gap_0,0.001941956370868637
2022-07-08,gap_0,0.001941899339105697
2022-07-09,gap_0,0.0019394854386708168
2022-07-10,gap_0,0.0019352161371926175
2022-07-11,gap_0,0.0019317878949868294
2022-07-12,gap_0,0.0019351276713938496
2022-07-13,gap_0,0.0019273978016082188
2022-07-14,gap_0,0.001925133911361748
2022-07-15,gap_0,0.0019260676789660102
2022-07-16,gap_0,0.0019343424559297533
2022-07-17,gap_0,0.0019339599056645014
2022-07-18,gap_0,0.001950708614768624
2022-07-19,gap_0,0.0019512794890040955
2022-07-20,gap_0,0.0019422271466126464
2022-07-21,gap_0,0.0019467568235627425
2022-07-22,gap_0,0.0019403137632349606
2022-07-23,gap_0,0.0019391091204500517
2022-07-24,gap_0,0.001943257494413662
2022-07-25,gap_0,0.0019252553837720671
2022-07-26,gap_0,0.0019227525234047833
2022-07-27,gap_0,0.0019276089381832693
2022-07-28,gap_0,0.0019328270855646823
2022-07-29,gap_0,0.0019391433351605297
2022-07-30,gap_0,0.0019329450501220514
2022-07-31,gap_0,0.0019342726426278018
2022-08-01,gap_0,0.0019271152050088847
2022-08-02,gap_0,0.0019260965497600439
2022-08-03,gap_0,0.001930474928535689
2022-08-04,gap_0,0.001934895409868288
2022-08-05,gap_0,0.0019404783059182224
2022-08-06,gap_0,0.001937839141604312
2022-08-07,gap_0,0.0019412064834118893
2022-08-08,gap_0,0.0019465817453531407
2022-08-09,gap_0,0.001940826998902781
2022-08-10,gap_0,0.0019455152050975926
2022-08-11,gap_0,0.001942328791898515
2022-08-12,gap_0,0.0019484146305304342
2022-08-13,gap_0,0.0019502722906653209
2022-08-14,gap_0,0.0019451176292073313
2022-08-15,gap_0,0.0019390068847898046
2022-08-16,gap_0,0.0019491980251677861
2022-08-17,gap_0,0.0019363252819901463
2022-08-18,gap_0,0.001928689717079852
2022-08-19,gap_0,0.001923658854560944
2022-08-20,gap_0,0.0019242545984351342
2022-08-21,gap_0,0.0019177535675064343
2022-08-22,gap_0,0.0019200622790551635
2022-08-23,gap_0,0.0019172278556293411
2022-08-24,gap_0,0.0019196771841699888
2022-08-25,gap_0,0.0019180207409149853
2022-08-26,gap_0,0.0019347744269716319
2022-08-27,gap_0,0.0019333972204168379
2022-08-28,gap_0,0.0019400862876143342
2022-08-29,gap_0,0.0019257326132960956
2022-08-30,gap_0,0.0019310212216483338
2022-08-31,gap_0,0.0019299779084867835
2022-09-01,gap_0,0.0019281751222810365
2022-09-02,gap_0,0.0019307851671774645
2022-09-03,gap_0,0.0019310339612858057
2022-09-04,gap_0,0.001928926466193267
2022-09-05,gap_0,0.0019289905275256744
2022-09-06,gap_0,0.0019311566074030867
2022-09-07,gap_0,0.0019221734211955473
2022-09-08,gap_0,0.001920057120882068
2022-09-09,gap_0,0.0019131660557815291
2022-09-10,gap_0,0.0019152317892145035
2022-09-11,gap_0,0.0019140516230890588
2022-09-12,gap_0,0.0019110265918964582
2022-09-13,gap_0,0.0018926510324164833
2022-09-14,gap_0,0.0018938976111933078
2022-09-15,gap_0,0.0018888621883607465
2022-09-16,gap_0,0.0018877410208324738
2022-09-17,gap_0,0.0018898065256894292
2022-09-18,gap_0,0.0018893080127361547
2022-09-19,gap_0,0.0018908842068604084
2022-09-20,gap_0,0.0019024509192509984
2022-09-21,gap_0,0.001904472201464621
2022-09-22,gap_0,0.001915847001575185
2022-09-23,gap_0,0.0019168202871979263
2022-09-24,gap_0,0.001915891507283399
2022-09-25,gap_0,0.0019170751111224295
2022-09-26,gap_0,0.0019072223825221974
2022-09-27,gap_0,0.001903132908732352
2022-09-28,gap_0,0.001901917015790566
2022-09-29,gap_0,0.0019085221201623711
2022-09-30,gap_0,0.0019074892615868792
2022-10-01,gap_0,0.0019078666249546191
2022-10-02,gap_0,0.001908267865555469
2022-10-03,gap_0,0.0019025563408035452
2022-10-04,gap_0,0.0019016472828392282
2022-10-05,gap_0,0.0019015386116551561
2022-10-06,gap_0,0.001898402567446412
2022-10-07,gap_0,0.0019000105580399042
2022-10-08,gap_0,0.0019006843979736548
2022-10-09,gap_0,0.001904052466498136
2022-10-10,gap_0,0.0019009504956613201
2022-10-11,gap_0,0.0019031165684803937
2022-10-12,gap_0,0.001904636385907789
2022-10-13,gap_0,0.0019051925205853318
2022-10-14,gap_0,0.0019103182515912147
2022-10-15,gap_0,0.0019111310691143468
2022-10-16,gap_0,0.0019064128761858783
2022-10-17,gap_0,0.0019032384907867292
2022-10-18,gap_0,0.001905631579917635
2022-10-19,gap_0,0.0019104150311351118
2022-10-20,gap_0,0.001914396618868644
2022-10-21,gap_0,0.0019113462826270571
2022-10-22,gap_0,0.0019112067652743128
2022-10-23,gap_0,0.0019073054029321809
2022-10-24,gap_0,0.0019096385893144416
2022-10-25,gap_0,0.0019031096397357596
2022-10-26,gap_0,0.0019165588987217783
2022-10-27,gap_0,0.0019196586963299324
2022-10-28,gap_0,0.0019283716558466152
2022-10-29,gap_0,0.001975594414100893
2022-10-30,gap_0,0.001975265562536021
2022-10-31,gap_0,0.0019826992940473547
2022-11-01,gap_0,0.001994514563341009
2022-11-02,gap_0,0.001983107892210168
2022-11-03,gap_0,0.0019805245944261017
2022-11-04,gap_0,0.00198181131482873
2022-11-05,gap_0,0.0019823676008702213
2022-11-06,gap_0,0.0019675204528110377
2022-11-07,gap_0,0.0019600889808106333
2022-11-08,gap_0,0.0019574119255401073
2022-11-09,gap_0,0.0019554390787037052
2022-11-10,gap_0,0.0019540341653865654
2022-11-11,gap_0,0.0019549763214679774
2022-11-12,gap_0,0.0019526044905833545
2022-11-13,gap_0,0.0019604454883222675
2022-11-14,gap_0,0.0019495964133578987
2022-11-15,gap_0,0.0019461162485173134
2022-11-16,gap_0,0.0019497467672138188
2022-11-17,gap_0,0.001950542023111595
2022-11-18,gap_0,0.0019486448931888935
2022-11-19,gap_0,0.0019480732113990012
2022-11-20,gap_0,0.0019600880534660146
2022-11-21,gap_0,0.001966368016135121
2022-11-22,gap_0,0.0019563188435535598
2022-11-23,gap_0,0.0019467909134996265
2022-11-24,gap_0,0.0019480523963497215
2022-11-25,gap_0,0.001942184287083569
2022-11-26,gap_0,0.0019427625739912538
2022-11-27,gap_0,0.0019433643210950936
2022-11-28,gap_0,0.00194313261152614
2022-11-29,gap_0,0.0019439166502589174
2022-11-30,gap_0,0.0019367569074095897
2022-12-01,gap_0,0.0019329721043664194
2022-12-02,gap_0,0.00193217667686728
2022-12-03,gap_0,0.0019265008811466808
2022-12-04,gap_0,0.001930483458842602
2022-12-05,gap_0,0.0019274051060671124
2022-12-06,gap_0,0.0019272087740773802
2022-12-07,gap_0,0.0019223170866234257
2022-12-08,gap_0,0.0019257022364831966
2022-12-09,gap_0,0.0019234330526263902
2022-12-10,gap_0,0.0019226830994707074
2022-12-11,gap_0,0.0019222559325192542
2022-12-12,gap_0,0.0019248541335322314
2022-12-13,gap_0,0.0019304591808167774
2022-12-14,gap_0,0.0019314338526384344
2022-12-15,gap_0,0.0019331881008480937
2022-12-16,gap_0,0.0019439680866999976
2022-12-17,gap_0,0.0019361295781986725
2022-12-18,gap_0,0.0019341279910794025
2022-12-19,gap_0,0.0019476846715057077
2022-12-20,gap_0,0.001940013398558269
2022-12-21,gap_0,0.0019448250565641074
2022-12-22,gap_0,0.0019396570676636817
2022-12-23,gap_0,0.0019377858320015445
2022-12-24,gap_0,0.0019382020210194507
2022-12-25,gap_0,0.0019406578197932328
2022-12-26,gap_0,0.0019361715747392202
2022-12-27,gap_0,0.0019386572013059273
2022-12-28,gap_0,0.0019461892057084649
